time,elpsec,O2Hb_1,HHb_1,TOI_1,nTHI_1,O2Hb_2,HHb_2,TOI_2,nTHI_2,O2Hb_3,HHb_3,TOI_3,nTHI_3,O2Hb_4,HHb_4,TOI_4,nTHI_4,Comment
18:28,4850.49,1.23,14.37,55,1.117,4.33,9.71,48.1,1.207,3.68,0.57,65.5,0.913,2.99,0.46,79.5,1.096,
18:28,4850.69,3.54,16.57,57.6,1.137,1.26,9.89,49.9,1.197,1.61,0.33,64.6,0.946,-0.72,-1.61,77.8,1.012,
18:28,4850.89,-1.72,12.77,52.1,1.091,0.92,8.36,48.8,1.11,2.16,-0.33,64.1,0.952,1.31,0.06,77.7,1.075,
18:28,4851.09,-7.33,8.24,53.4,1.022,-0.17,5.25,50.9,1.009,2.22,0.99,64.1,0.94,1.09,0.09,78.3,1.17,
18:28,4851.29,-1.86,12.3,55.1,1.072,3.71,7.69,51.3,1.105,3.8,0.15,66.2,0.894,3.27,0.73,79.6,1.114,
18:28,4851.49,1.97,15.46,55.9,1.124,3.75,8.05,54.8,1.147,2.7,0.73,65,0.929,1.23,-0.64,78.9,1.046,
18:28,4851.69,2.72,17.23,54.6,1.143,1.37,8.61,56.5,1.121,1.62,0.03,64.7,0.955,-0.11,-0.92,77.5,1.016,
18:28,4851.89,-4.43,11.04,52.5,1.063,0.44,6.4,52.6,1.017,2.42,0.37,63.6,0.95,1.64,0.06,78.3,1.092,
18:28,4852.09,-7.42,8.41,54.6,1.032,0.17,5.34,51.4,1.02,2.2,0.58,65,0.912,1.28,-0.03,78.7,1.159,
18:28,4852.29,-1.09,14.05,54.7,1.095,5.18,7.61,55.9,1.1,3.96,0.07,66.4,0.89,3.18,0.5,79.6,1.093,
18:28,4852.49,1.73,16.77,55.7,1.128,2.65,8.45,54.7,1.136,2.14,1.03,64,0.944,0.24,-1.21,78.3,1.024,
18:28,4852.69,0.79,16.4,52.5,1.114,0.75,8.57,53.9,1.105,1.87,-0.19,63.9,0.959,0.68,-0.1,76.9,1.05,
18:28,4852.89,-7.2,9.9,51.9,1.032,0.17,6,51.5,0.994,2.27,0.75,63,0.958,1.33,0.3,77.9,1.152,
18:28,4853.09,-6.74,10.51,53.5,1.04,0.49,6.68,48.7,1.049,2.72,0.53,65.8,0.905,1.97,0.35,78.9,1.151,
18:28,4853.29,-0.17,15.45,53.9,1.124,4.28,8.7,52.4,1.143,3.53,0.64,65.5,0.907,3.1,0.67,79.3,1.104,
18:28,4853.49,2.49,18.44,54.5,1.149,1.27,8.74,55.3,1.107,1.51,0.79,63.5,0.945,-0.64,-1.47,77.6,1.015,
18:28,4853.69,-1.05,15.3,51.5,1.094,0.79,8.84,51.5,1.099,2.35,-0.31,64.6,0.957,1.47,0.29,77.4,1.067,
18:28,4853.89,-8.51,9.26,52,1.009,-0.64,6.07,50,1.007,2.18,0.94,63.1,0.927,1.36,0.35,78,1.171,
18:28,4854.09,-4.07,12.22,54.7,1.06,2.14,6.94,52.6,1.079,2.89,0.05,65.5,0.897,2.77,0.54,79.5,1.128,
18:28,4854.29,0.95,15.87,54.9,1.125,4.15,8.86,52.8,1.167,3.4,0.6,65.9,0.923,2.43,0.12,79.2,1.077,
18:28,4854.49,2.62,18.16,55.5,1.136,0.77,9.32,53.2,1.119,1.57,0.36,64.7,0.956,-0.77,-1.32,77,1.013,
18:28,4854.69,-1.91,13.87,52.5,1.068,0.88,7.9,51.6,1.068,2.05,-0.16,63.1,0.962,1.27,0,77.8,1.074,
18:28,4854.89,-7.94,9.76,52.8,1.014,-0.04,6.26,49,1.025,1.98,0.11,64.2,0.904,1.57,0.2,78.7,1.148,
18:28,4855.09,-1.5,15.09,53.7,1.057,5.93,9.1,52.6,1.122,4.54,-0.27,67.1,0.878,3.74,0.81,80,1.094,
18:28,4855.29,1.72,16.81,54.9,1.134,4.31,8.84,53.1,1.153,3.3,0.46,65.8,0.923,1.44,-0.85,79.5,1.033,
18:28,4855.49,2.71,18.13,54.9,1.131,0.87,9.6,53.7,1.137,2.1,-0.1,65,0.949,-0.22,-0.94,77,1.026,
18:28,4855.69,-3.63,12.82,52.2,1.065,1.41,7.67,49.8,1.061,2.39,-0.15,63.8,0.926,1.56,0.32,77.7,1.121,
18:28,4855.89,-7.96,9.46,53.5,1.023,-0.13,5.74,50.6,1.023,2.2,0.75,63.7,0.91,1.43,0.25,78.4,1.169,
18:28,4856.09,-0.82,14.69,54,1.09,5.37,8.43,54.2,1.132,4.22,0.15,66.7,0.892,3.53,0.86,79.6,1.116,
18:28,4856.29,2.37,16.88,55.7,1.132,3.67,8.85,54.7,1.154,2.88,1.04,64.3,0.925,0.96,-0.7,78.5,1.046,
18:28,4856.49,1.54,16.64,54,1.12,0.98,9.26,53.2,1.126,2.09,-0.13,64.1,0.961,0.5,-0.08,76.6,1.052,
18:28,4856.69,-5.32,11.19,52.3,1.049,0.58,7.01,49.2,1.032,2.3,0.4,63,0.93,1.55,0.33,77.8,1.15,
18:28,4856.89,-7.65,9.59,53.2,1.035,0.23,5.58,50.4,1.033,2.22,0.47,64.4,0.902,1.51,0.22,78.6,1.166,
18:28,4857.09,-0.14,14.32,56.2,1.117,4.77,8.13,53.6,1.147,3.9,0.21,67.1,0.908,3.12,0.74,79.3,1.114,
18:28,4857.29,2.79,17.02,56.7,1.143,2.27,8.85,52.7,1.152,1.96,0.83,64.6,0.944,-0.31,-1.22,77.8,1.032,
18:28,4857.49,0.99,15.95,54.5,1.11,1.54,8.87,53.8,1.126,2.2,-0.28,64.9,0.965,1.16,0.2,77.3,1.055,
18:28,4857.69,-6.37,10.63,52.2,1.033,0.55,6.32,50.7,1.015,2.36,-0.06,65.3,0.879,1.48,0.14,78.2,1.149,
18:28,4857.89,-5.83,10.79,54.6,1.057,0.92,6.52,49,1.074,2.4,0.05,65.8,0.902,2.22,0.37,79.2,1.146,
18:28,4858.09,0.88,15.24,56.2,1.125,4.89,8.41,53.7,1.168,3.41,0.45,65.6,0.927,2.98,0.59,79.3,1.108,
18:28,4858.29,3.13,17.75,57,1.14,1.87,9.06,53.9,1.148,1.68,0.4,64.3,0.945,-0.76,-1.55,77.6,1.017,
18:28,4858.49,-0.82,14.83,53.5,1.1,1.63,9.24,49.9,1.117,2.56,-0.4,64.7,0.963,1.47,0.21,77.4,1.075,
18:29,4858.69,-6.82,10.6,52.5,1.024,0.13,6.34,50.1,0.999,2.52,1.32,62.2,0.944,1.22,0.22,78.1,1.178,
18:29,4858.89,-3.78,12.59,54.8,1.073,2.43,7.49,50.2,1.105,3.11,0.26,64.8,0.908,2.8,0.53,79.5,1.128,
18:29,4859.09,1.35,16.02,55.9,1.124,5.02,9.06,52.8,1.183,3.71,0.71,65.3,0.944,2.55,0.21,79.3,1.089,
18:29,4859.29,2.51,17.9,54.8,1.133,1.68,9.05,54.3,1.144,1.91,0.44,63.6,0.978,-0.85,-1.57,77.3,1.01,
18:29,4859.49,-3.18,13.27,52.5,1.072,1.25,7.96,49.9,1.085,2.25,0.27,61.6,0.985,1.33,0.06,77.6,1.092,
18:29,4859.69,-8.56,9.34,53.9,1.028,-0.63,5.72,49.5,1.019,2.2,1.25,63.4,0.949,1.02,0.11,78.3,1.179,
18:29,4859.89,-2.21,14.05,55.1,1.091,4.47,7.16,55.5,1.089,3.51,0.46,64.5,0.917,3,0.63,79.4,1.116,
18:29,4860.09,1.74,16.92,55.7,1.131,3.61,8.76,52.7,1.163,2.82,1.11,64.2,0.964,0.76,-0.9,78.8,1.041,
18:29,4860.29,1.74,17.68,54.8,1.132,1.15,9.19,53.6,1.131,1.65,0.23,63.4,0.964,0,-0.63,77.2,1.028,
18:29,4860.49,-5.36,12.23,51.4,1.058,0.35,6.74,51.2,1.031,2.16,0.41,62.7,0.95,1.33,0.12,78.1,1.106,
18:29,4860.69,-8.25,10.36,52.5,1.052,-0.03,5.82,50.2,1.038,2.22,0.67,63.9,0.913,1.48,0.27,78.5,1.164,
18:29,4860.89,-0.46,15.45,55.5,1.102,5.65,8.6,54.1,1.144,3.97,0.51,64.4,0.921,3.25,0.75,79.5,1.109,
18:29,4861.09,1.9,17.79,54.7,1.145,2.62,8.69,53.7,1.151,1.73,1.97,59.4,0.998,-0.39,-1.42,78,1.024,
18:29,4861.29,1.15,16.85,54.5,1.114,1.24,9.19,53,1.122,2.2,0.13,63.1,0.987,0.88,0.14,77,1.06,
18:29,4861.49,-6.37,11.64,52.9,1.037,0.38,6.4,50.8,1.01,1.8,1.79,58.1,0.968,1.22,0.32,77.8,1.154,
18:29,4861.69,-5.74,11.94,53.9,1.051,1.22,6.45,50.8,1.061,2.48,1.09,61.5,0.915,2.08,0.42,79,1.145,
18:29,4861.89,0.56,15.93,55.8,1.115,5.47,8.65,55.1,1.163,3.73,0.93,63.6,0.929,2.95,0.64,79.3,1.104,
18:29,4862.09,2.55,18.41,55.9,1.138,1.74,9.21,53.5,1.148,1.14,1.88,58.6,1,-0.93,-1.43,77.4,1.011,
18:29,4862.29,-1.3,14.94,54.1,1.097,1.38,7.98,52.6,1.085,2,-0.12,63.7,0.974,1.07,0.26,77.4,1.071,
18:29,4862.49,-8.42,10.31,53.1,1.032,0.37,5.93,51.4,1.01,2.31,1.77,61.4,0.983,0.84,0.22,77.9,1.182,
18:29,4862.69,-3.76,13.39,54.1,1.084,2.74,7.1,52,1.093,2.8,0.02,65,0.877,2.5,0.53,79.3,1.118,
18:29,4862.89,1.4,16.59,55.5,1.127,4.31,8.1,55.3,1.156,2.74,0.84,64.7,0.922,1.43,-0.11,78.7,1.076,
18:29,4863.09,2.95,18.55,55.8,1.147,1.51,9.51,54.4,1.14,1.12,0.55,63,0.953,-0.77,-1,77.1,1.017,
18:29,4863.28,-3.97,13.53,51.9,1.075,1.22,7.56,51.7,1.058,1.99,-0.2,63.7,0.924,1.34,0.41,77.5,1.101,
18:29,4863.48,-8.33,10.36,53,1.041,-0.08,6.26,48.9,1.052,1.92,0.83,63.1,0.903,1.05,0.24,78.2,1.173,
18:29,4863.69,-1.18,15.12,54.8,1.08,4.59,9.92,46.7,1.179,4.04,-0.08,67.2,0.882,3.07,0.78,79.5,1.111,
18:29,4863.89,2,17.85,54.5,1.144,3.05,9.66,50.9,1.194,2.15,1.11,63.5,0.928,-0.04,-1.06,78.2,1.04,
18:29,4864.08,2.54,17.71,55.4,1.131,1.17,10.74,49.9,1.171,2,-0.11,65,0.942,0.46,0.09,76.8,1.055,
18:29,4864.28,-6.38,11.8,51.5,1.045,0.36,7.91,47.1,1.057,2.38,-0.04,64.8,0.91,1.17,0.36,77.5,1.14,
18:29,4864.48,-7.44,10.85,52.7,1.046,0.76,6.53,49.9,1.066,2.21,0.31,64.2,0.91,1.36,0.17,78.7,1.154,
18:29,4864.68,0.21,15.79,55.6,1.111,5.35,9.66,50.7,1.179,3.85,-0.17,67.1,0.875,2.94,0.72,79.4,1.102,
18:29,4864.88,2.84,18.55,55.3,1.152,2.33,9.88,50.3,1.187,1.81,1.05,63.6,0.954,-0.85,-1.53,77.9,1.013,
18:29,4865.08,1.09,17.24,53.4,1.114,1.02,10.21,49.4,1.163,1.94,-0.28,65.1,0.962,0.91,0.55,76.9,1.062,
18:29,4865.28,-7.32,11.44,50.9,1.043,0,7.38,47,1.033,2.42,0.4,65.3,0.915,1.04,0.4,77.7,1.146,
18:29,4865.48,-5.56,11.91,54.2,1.06,1.29,7.48,48.1,1.109,2.7,0.17,65.8,0.904,1.74,0.36,78.9,1.144,
18:29,4865.68,0.43,16.64,53.5,1.115,5.18,9.71,51.5,1.172,3.69,-0.19,67.8,0.869,2.6,0.55,79.1,1.097,
18:29,4865.88,3.37,19.16,54.4,1.162,1.95,10.08,51.3,1.172,1.74,0.19,66,0.916,-1.18,-1.64,77.5,1.007,
18:29,4866.08,-0.61,16.39,51.2,1.096,1.04,9.73,48.8,1.131,1.65,-0.18,63.3,0.939,0.99,0.53,76.9,1.081,
18:29,4866.28,-7.34,11.1,51.8,1.021,0.38,7.04,48.8,1.033,2.47,0.74,64.7,0.925,0.76,0.34,77.5,1.178,
18:29,4866.48,-4.34,12.97,53.2,1.069,2.46,7.45,50.9,1.116,2.84,0.11,65.8,0.902,1.98,0.45,78.9,1.133,
18:29,4866.68,1.22,16.53,55.2,1.133,4.72,9.59,51.2,1.201,3.07,0.63,65,0.926,1.95,0.29,78.9,1.095,
18:29,4866.88,3.24,18.82,54.5,1.166,1.91,9.45,53.7,1.158,1.27,0.47,63.7,0.951,-1.32,-1.34,76.9,1.014,
18:29,4867.08,-2.01,14.77,52.6,1.09,1.56,8.56,50.7,1.096,2.27,-0.15,65.7,0.982,0.8,0.27,77.2,1.078,
18:29,4867.28,-7.39,10.6,52.4,1.019,0.26,6.43,48.6,1.029,1.68,1.42,61.4,0.926,0.83,0.27,78,1.175,
18:29,4867.48,-3.03,13.76,53.8,1.078,3.81,7.36,53.5,1.112,2.66,0.02,64.9,0.891,2.28,0.52,79.2,1.11,
18:29,4867.68,2.28,16.92,55.6,1.144,4.86,8.63,54.9,1.167,2.64,0.51,65.1,0.916,0.92,-0.48,78.8,1.053,
18:29,4867.88,2.83,18.51,54.4,1.143,1.89,9.22,55.1,1.151,1.15,0.48,63.1,0.974,-0.94,-0.9,76.8,1.018,
18:29,4868.08,-3.14,13.68,51.7,1.071,1.49,7.11,52,1.061,1.97,0.36,62.9,0.965,1.07,0.37,77.5,1.109,
18:29,4868.28,-7.69,9.93,52.8,1.038,0.11,5.23,52.2,1.025,1.93,0.76,63.8,0.913,0.71,0.09,78.2,1.166,
18:29,4868.48,-0.91,14.96,54.2,1.109,5.23,8.19,54.1,1.135,3.27,0.01,65.5,0.894,2.57,0.63,79.2,1.102,
18:29,4868.68,2.85,17.28,55.7,1.155,4.04,8.43,54.6,1.159,2.27,0.73,64.8,0.938,-0.22,-1.18,78.3,1.022,
18:29,4868.88,2.39,17.69,54.5,1.128,1.4,9.76,51.9,1.158,1.36,-0.18,64.6,0.942,-0.21,-0.25,76.7,1.039,
18:29,4869.08,-4.57,12.53,51.5,1.07,1.5,7.08,50.3,1.051,2.07,0.61,62.4,0.97,0.85,0.41,77.3,1.14,
18:29,4869.28,-7.32,10.23,53.9,1.058,0.64,5.93,50.7,1.059,1.64,0.59,62.7,0.905,0.53,0.07,78,1.168,
18:29,4869.48,0.27,15.53,54.6,1.123,5.07,8.86,52.3,1.165,3.33,0.5,65.1,0.921,2.38,0.68,78.9,1.115,
18:29,4869.68,3.37,18.19,56.4,1.151,2.93,9,54,1.161,1.56,0.98,64,0.955,-1.09,-0.99,76.9,1.051,
18:29,4869.88,1.38,16.87,53.6,1.106,2.02,9.25,53.5,1.136,1.64,-0.08,63.9,0.967,0.6,0.44,76.7,1.074,
18:29,4870.08,-6.27,11.25,52,1.039,0.97,6.56,50.3,1.029,2.52,0.69,64.5,0.961,0.76,0.39,77.5,1.161,
18:29,4870.28,-5.73,11.52,53.5,1.063,1.16,6.32,50.7,1.076,2.15,0.39,64.7,0.895,1.54,0.4,78.7,1.14,
18:29,4870.48,0.81,15.97,54.4,1.119,5.34,8.71,53.7,1.148,3.42,0.67,64.6,0.915,2.23,0.49,78.9,1.102,
18:29,4870.68,3.22,18.66,55.5,1.139,1.86,9.56,53.1,1.159,1.24,0.9,63,0.963,-1.47,-1.4,76.9,1.012,
18:29,4870.88,-1.05,14.78,53.1,1.083,0.93,8.25,50.5,1.096,1.56,-0.12,63.5,0.958,0.66,0.34,76.9,1.08,
18:29,4871.08,-8.36,9.82,52.1,1.012,-0.48,5.56,51.4,0.997,1.53,1.77,60.8,0.944,0.39,0.13,77.7,1.158,
18:29,4871.28,-3.11,13.58,54.2,1.083,3.12,8.19,49.6,1.131,2.88,0.26,64.9,0.886,2.12,0.6,79,1.116,
18:29,4871.48,1.41,16.91,54.2,1.133,4.38,8.98,53.1,1.172,2.7,0.88,64.7,0.934,0.83,-0.36,78.5,1.05,
18:29,4871.68,3.12,19.15,54.2,1.149,1.66,9.62,54,1.142,1.03,0.26,63.8,0.945,-1.02,-0.73,76.5,1.025,
18:29,4871.88,-3.67,13.76,51.1,1.068,0.97,7.98,48.8,1.069,1.6,0.12,62.9,0.953,0.74,0.43,77,1.113,
18:29,4872.08,-7.66,10.66,52.6,1.028,-0.02,5.98,50.2,1.031,1.27,1.25,61.6,0.922,0.5,0.18,77.9,1.165,
18:29,4872.28,-0.83,15.27,54.7,1.102,4.74,9.31,50.1,1.171,2.93,-0.25,66.3,0.865,2.33,0.64,79,1.102,
18:29,4872.48,1.96,18.03,55,1.132,2.77,9.32,52.5,1.172,1.65,1.44,62.2,0.979,-0.98,-1.33,77.5,1.027,
18:29,4872.68,1.9,17.57,53.3,1.124,1.24,9.38,52.7,1.122,1.57,0.16,63.9,0.981,0.13,0.24,76.4,1.064,
18:29,4872.88,-6.71,11.41,51.5,1.036,0.62,7.03,49.5,1.027,1.95,0.85,62.9,0.943,0.67,0.45,77.3,1.151,
18:29,4873.08,-6.29,11.2,53.9,1.044,0.99,6.85,49.4,1.081,2.13,0.66,64.3,0.911,1.08,0.3,78.5,1.151,
18:29,4873.28,0.07,16.08,54.4,1.108,5.33,9.03,53,1.164,3.17,0.38,65.1,0.896,2.21,0.64,78.8,1.099,
18:29,4873.48,3.31,18.98,55.3,1.156,2.27,9.61,53,1.16,1.12,0.99,62.8,0.95,-1.53,-1.49,77.2,1.01,
18:29,4873.68,0.14,16.38,53.7,1.094,1.11,9.31,49.5,1.123,1.34,-0.03,63.9,0.958,0.56,0.58,76.7,1.063,
18:29,4873.88,-7.5,10.66,51.6,1.036,0.51,6.17,51.5,1.019,1.71,1.54,61.2,0.931,0.6,0.36,77.5,1.158,
18:29,4874.08,-4.46,12.53,53.7,1.068,2.25,6.5,53.1,1.085,2.11,0.2,64.5,0.891,1.63,0.48,78.8,1.123,
18:29,4874.28,1.21,16.72,53.8,1.136,5.37,9.04,54.4,1.181,2.99,0.44,65.7,0.913,1.61,0.25,78.7,1.078,
18:29,4874.48,3.5,18.69,55.6,1.141,2.14,9.2,55,1.151,0.97,0.76,62.3,0.974,-1.72,-1.45,76.8,1.007,
18:29,4874.68,-2.07,14.34,53,1.087,1.24,8.15,50.4,1.096,1.76,-0.29,65,0.969,0.45,0.33,76.9,1.087,
18:29,4874.88,-7.86,9.73,52.9,1.029,0.19,6.16,50,1.036,1.85,1.07,63.1,0.913,0.41,0.31,77.6,1.177,
18:29,4875.08,-2.66,13.9,53.5,1.094,3.99,7.66,53.1,1.126,2.34,0.23,63.8,0.89,1.87,0.49,78.9,1.106,
18:29,4875.28,2.21,17,54.7,1.141,4.37,8.88,52.5,1.18,2.35,0.46,65.7,0.915,0.03,-0.77,78.2,1.043,
18:29,4875.48,2.63,17.79,54.8,1.115,1.52,9.35,53.4,1.144,1.41,0.08,64.7,0.977,-0.99,-0.59,76.3,1.033,
18:29,4875.68,-3.85,12.6,51.3,1.056,1.26,6.93,50.7,1.048,1.63,0.11,63.7,0.94,0.5,0.3,77.3,1.122,
18:29,4875.88,-7.3,10,53.5,1.036,0.34,5.59,50.9,1.046,1.64,0.1,65.8,0.89,0.59,0.13,78.3,1.145,
18:29,4876.08,0.18,15.11,55.7,1.107,6.11,8.65,54.7,1.191,3.02,-0.08,65.8,0.891,2.05,0.52,79,1.088,
18:29,4876.28,3.35,17.99,56,1.147,3.7,8.71,56.5,1.208,1.12,0.58,64.5,0.934,-1.62,-1.55,77.3,1.007,
18:29,4876.48,0.66,15.84,54.5,1.102,2.16,9.18,53.1,1.173,1.35,0.02,64.7,0.963,0.21,0.28,76.8,1.047,
18:29,4876.68,-6.1,10.76,52.4,1.049,0.68,6.03,52.6,1.053,1.65,0.95,63.4,0.927,0.39,0.28,77.5,1.149,
18:29,4876.88,-4.12,11.88,54.3,1.077,2.7,6.46,53.9,1.134,1.53,-0.02,64.3,0.877,1.39,0.33,78.7,1.115,
18:29,4877.08,1.74,15.85,55.4,1.125,6.06,8.96,54.9,1.239,2.88,0.19,66.3,0.915,1.37,0.16,78.6,1.08,
18:29,4877.28,3.73,18.39,55.5,1.141,2.59,9.7,54.3,1.216,0.84,0.61,62.6,0.955,-1.64,-1.2,76.5,1.015,
18:29,4877.48,-1.6,13.7,52.8,1.086,1.92,7.41,53.9,1.116,1.45,0.01,63.6,0.972,0.59,0.45,76.9,1.098,
18:29,4877.68,-7.85,9.32,53,1.036,0,5.6,52,1.052,1.56,1.1,63.9,0.918,0.51,0.28,77.7,1.165,
18:29,4877.88,-1.81,13.74,53.9,1.1,4.86,7.57,55.2,1.159,2.54,0.32,64.3,0.898,2.12,0.66,78.9,1.112,
18:29,4878.08,1.97,16.58,55.1,1.133,4.9,8.5,55.8,1.202,2.17,0.8,64.6,0.933,0.05,-0.67,78,1.044,
18:29,4878.28,3.62,18.19,55.3,1.142,2.46,9.21,56.6,1.178,1.28,-0.07,64.8,0.963,-0.87,-0.53,76.4,1.031,
18:29,4878.48,-4.46,12.42,50.9,1.063,1.6,6.85,52.5,1.07,1.5,0.23,63.5,0.957,0.51,0.34,77.1,1.107,
18:29,4878.68,-7.75,9.65,53,1.044,0.4,5.38,52.1,1.061,1.56,0.53,65,0.919,0.54,0.16,78,1.148,
18:29,4878.88,-0.14,14.98,55.4,1.101,5.92,8.73,54.8,1.174,3.34,0.03,66.7,0.887,2.33,0.75,79,1.097,
18:29,4879.07,2.83,17.92,55,1.158,3.74,8.63,55.4,1.184,1.55,0.74,64.7,0.951,-1.3,-1.48,77.6,1.007,
18:29,4879.28,1.82,17.54,53.3,1.128,2.2,8.86,55.8,1.153,0.86,0.1,63.1,0.966,-0.03,0.22,76.6,1.037,
18:29,4879.48,-5.92,11.61,52.1,1.032,0.98,7.21,51.6,1.047,1.4,1.3,59.9,0.947,0.62,0.4,77.4,1.125,
18:29,4879.68,-5.5,11.41,53.6,1.058,1.54,6.24,53.3,1.09,1.36,0.29,63.3,0.891,1.07,0.29,78.5,1.133,
18:29,4879.87,0.69,15.9,55,1.115,5.51,9,52.9,1.167,2.69,0.39,64.3,0.905,1.9,0.48,78.8,1.087,
18:29,4880.07,4.06,18.53,57.7,1.156,2.04,9.16,53.1,1.115,0.99,1.05,62,0.97,-1.65,-1.46,76.9,1.009,
18:29,4880.27,-0.56,15.58,52.7,1.097,0.65,7.75,52.2,1.035,0.9,0.1,61.7,0.955,0.4,0.45,76.6,1.074,
18:29,4880.47,-7.08,10.02,53.3,1.043,0.04,5.43,51.6,0.977,1.57,1.67,60.3,0.95,0.42,0.38,77.3,1.169,
18:29,4880.67,-3.24,12.65,55.2,1.079,2.36,7.12,50.7,1.063,2.1,0.1,64.5,0.877,1.85,0.54,78.8,1.112,
18:29,4880.87,2.31,16.64,54.9,1.144,4.4,8.18,53.5,1.095,2.21,0.87,62.9,0.922,0.84,-0.22,78.6,1.059,
18:29,4881.07,3.31,18.57,54.6,1.146,1.06,8.65,54.2,1.06,0.41,0.93,60.3,0.974,-1.4,-0.98,76.4,1.011,
18:29,4881.27,-2.45,13.45,52.9,1.083,0.61,7.19,48.9,1.02,1.17,0.55,61,0.966,0.43,0.21,77.2,1.079,
18:29,4881.47,-7.16,10,52.8,1.038,-0.75,5.31,50.6,0.98,0.7,1.28,59.6,0.91,0.4,0.26,77.8,1.166,
18:29,4881.67,-0.81,14.31,54.9,1.102,4.23,8,51.6,1.092,2.39,-0.08,64.3,0.887,2.04,0.55,79,1.091,
18:29,4881.87,3.12,17.1,56.1,1.151,3.33,8.76,50.7,1.127,1.6,0.92,63,0.927,-0.46,-0.97,78,1.032,
18:29,4882.07,3.66,18.23,55.8,1.145,1.2,9.51,51,1.095,0.9,0.69,62.3,0.985,-0.35,-0.07,76.7,1.031,
18:29,4882.27,-3.64,12.77,52.1,1.081,1.27,7.01,49.8,1.02,1.59,0.69,61.9,0.951,0.89,0.58,77.3,1.12,
18:29,4882.47,-6.97,9.96,53.4,1.062,0.19,5.85,49.6,1.037,1.27,0.89,63.1,0.91,0.5,0.16,78,1.154,
18:29,4882.67,0.47,14.94,55.6,1.111,5.68,8.34,53.4,1.132,2.81,0.02,64.7,0.895,2.2,0.61,78.9,1.094,
18:29,4882.87,3.26,17.94,54.8,1.16,2.98,9.06,50.1,1.142,1.08,1.54,59.9,0.948,-0.96,-1.24,77.6,1.017,
18:29,4883.07,2.38,17.35,54.5,1.141,1.16,9.09,51.4,1.091,0.77,0.41,62.2,0.974,-0.24,0.09,76.4,1.045,
18:29,4883.27,-5.16,11.82,52,1.051,-0.53,6.41,49.4,1.004,1.57,0.81,63.1,0.943,0.63,0.39,77.4,1.118,
18:29,4883.47,-6.02,10.72,53.4,1.059,0.59,6.17,50.3,1.049,1.48,1.15,62,0.925,0.71,0.23,78,1.154,
18:29,4883.67,0.32,15.62,53.9,1.112,5.23,9.56,49.5,1.147,3.1,0.18,65,0.9,2.21,0.62,78.8,1.092,
18:29,4883.87,3.18,18.13,54.7,1.156,2.85,9.52,51.1,1.16,1.63,0.96,63.6,0.938,-0.98,-1.12,77.1,1.024,
18:29,4884.07,0.71,16.52,52.2,1.101,0.9,9.39,49.1,1.133,0.8,0.26,61.1,0.976,0.03,0.35,76.2,1.064,
18:29,4884.27,-6.32,11.13,50.8,1.055,0.79,7.24,48.7,1.041,1.73,1.27,61.5,0.962,0.67,0.58,77,1.15,
18:29,4884.47,-5.48,11,53.9,1.075,0.96,6.29,52.1,1.085,1.56,0.82,63.6,0.908,1.31,0.51,78.2,1.141,
18:29,4884.67,1.11,15.61,54.5,1.126,5.38,9.83,50.5,1.232,3.09,0.78,65.1,0.922,2.25,0.85,78.5,1.109,
18:29,4884.87,3.51,18.44,55.6,1.148,2.84,9.46,53.8,1.188,1.15,0.92,63.3,0.957,-1.3,-1.05,76.6,1.021,
18:29,4885.07,0.26,15.66,53,1.1,1.69,8.77,51,1.136,1.16,-0.02,63,0.969,0.59,0.62,76.5,1.075,
18:29,4885.27,-6.79,10.5,52,1.029,0.6,6.45,50.6,1.03,1.66,1.1,63.3,0.918,0.59,0.53,77.2,1.165,
18:29,4885.47,-4.16,11.9,54.1,1.078,1.7,7.04,50.5,1.115,1.69,0.84,63.1,0.908,1.52,0.53,78.5,1.129,
18:29,4885.67,1.83,16.1,55.3,1.121,5.63,9.07,54.6,1.195,2.72,0.86,64,0.912,1.77,0.51,78.4,1.089,
18:29,4885.87,3.78,19.15,54.6,1.149,2.12,10.06,52,1.179,0.64,0.64,62.6,0.938,-1.46,-1.06,76.4,1.014,
18:29,4886.07,-0.75,15.1,52.8,1.085,1.85,8.65,50.3,1.117,1.13,0.07,61.9,0.963,0.89,0.78,76.6,1.094,
18:29,4886.27,-7.97,10.18,51.3,1.035,-0.02,6.06,50.6,1.03,1.31,1.56,61.2,0.93,0.5,0.49,77.2,1.173,
18:29,4886.47,-2.74,13.05,54.5,1.094,3.03,7.72,51.1,1.137,2.12,0.48,63.9,0.901,1.93,0.7,78.5,1.122,
18:29,4886.67,2.05,16.67,55.1,1.127,4.92,9.47,51.7,1.21,2.65,1.21,64.4,0.95,1.14,0.18,78.1,1.075,
18:29,4886.87,4.38,19.19,55.3,1.151,2.16,9.84,53.9,1.164,1.12,0.54,63.3,0.957,-0.86,-0.47,76.3,1.034,
18:29,4887.07,-2.21,14.51,50.9,1.074,0.61,8.18,48.9,1.075,1.1,0.62,60.5,0.981,0.92,0.8,76.6,1.099,
18:29,4887.27,-7.93,9.54,52.5,1.032,0.02,5.91,50.1,1.041,1.43,1.57,61.8,0.923,0.68,0.46,77.5,1.162,
18:29,4887.47,-1.93,13.55,55.9,1.079,4.11,8.14,51.5,1.142,2.47,0.63,63.7,0.892,2.31,0.91,78.7,1.114,
