time,elpsec,O2Hb_1,HHb_1,TOI_1,nTHI_1,O2Hb_2,HHb_2,TOI_2,nTHI_2,O2Hb_3,HHb_3,TOI_3,nTHI_3,O2Hb_4,HHb_4,TOI_4,nTHI_4,Comment
18:27,4739.76,7.09,-2.66,67.3,1.007,4.34,-3.56,65.8,0.997,2.78,-3.46,69,0.894,1.48,-1.81,80.8,1.019,
18:27,4739.96,2.48,-5.58,66.4,1.012,2.15,-5.44,64.5,0.966,2.1,-2.92,68.6,0.923,2.96,-0.42,80.9,1.112,
18:27,4740.16,3.99,-4.73,67.5,1.005,4.57,-4.29,65.6,1.016,3.18,-2.97,70.8,0.883,3.36,-0.3,81.3,1.123,
18:27,4740.36,7.84,-2.14,67.6,1.02,5.16,-3.48,64.9,1.025,1.91,-3.45,68.9,0.868,1.12,-1.83,80.9,1.069,
18:27,4740.56,10.77,0.16,67.4,1.016,4.54,-2.71,65.4,1.027,2.38,-3.93,69.6,0.903,0.96,-2.16,80.9,0.991,
18:27,4740.76,4.91,-4.17,67.5,1.004,3.54,-4.11,64.6,0.975,2.4,-3.53,69.9,0.88,2.08,-1.07,80.6,1.07,
18:27,4740.96,2.87,-5.48,66.8,1.011,2.38,-5.56,65.3,0.982,2.08,-3.22,69.8,0.907,3.37,-0.17,81.2,1.122,
18:27,4741.16,5.6,-3.7,67.9,1.018,4.9,-3.97,65.6,1.026,2.49,-2.98,69.2,0.897,2.6,-0.76,81.1,1.111,
18:27,4741.36,9.6,-0.84,67.9,1.021,5.04,-3.11,65,1.03,1.77,-3.88,69.5,0.871,0.26,-2.44,80.6,1.027,
18:27,4741.56,9.29,-1.08,67.3,0.998,4.27,-3.06,65.5,1.01,2.61,-3.77,69.8,0.916,1.77,-1.57,80.9,1.011,
18:27,4741.76,3.46,-5.1,67,1.012,2.78,-4.85,64.9,0.974,2.25,-3.24,69.3,0.886,2.5,-0.77,80.7,1.093,
18:27,4741.96,3.34,-5.11,67.2,1.01,3.39,-4.99,65.5,1,2.81,-2.86,70,0.905,3.64,-0.05,81.3,1.127,
18:27,4742.16,6.94,-2.64,67.7,1.027,5.19,-3.53,65.3,1.029,2.84,-3.63,72.4,0.88,1.93,-1.19,81,1.108,
18:27,4742.36,11.24,0.41,67.4,1.043,5.22,-2.48,65.4,1.057,2.53,-4.14,71.3,0.894,0.53,-2.5,80.9,1.002,
18:27,4742.56,7.24,-2.55,66.9,1.001,4.02,-3.61,65.5,1.002,2.8,-3.74,70.6,0.899,2.01,-1.39,80.9,1.033,
18:27,4742.76,3.58,-4.85,66.6,1.027,2.34,-5.2,64.5,0.975,2.11,-3.55,70.7,0.895,2.95,-0.47,81,1.11,
18:27,4742.96,4.73,-4.27,67.4,1.029,4.66,-4.19,65.4,1.033,3.47,-3.4,73.3,0.914,3.22,-0.4,81.3,1.133,
18:27,4743.16,8.76,-1.54,67.6,1.032,5.58,-3.45,66.1,1.034,2.48,-3.79,71.4,0.878,1.05,-1.85,80.8,1.074,
18:27,4743.36,11.39,0.52,67.8,1.022,5.09,-2.62,66.1,1.041,3.12,-4.4,73.1,0.899,1.39,-1.96,81.1,1.001,
18:27,4743.56,6.2,-3.24,67.2,1.01,4.27,-4.34,67.3,1.002,2.74,-3.46,70.5,0.922,2.31,-1.07,80.8,1.07,
18:27,4743.76,3.72,-5.06,66.8,1.025,3.21,-5.3,66.3,1.008,2.83,-3.56,72,0.906,3.64,-0.07,81.2,1.121,
18:27,4743.96,6,-3.46,67.6,1.029,5.94,-3.69,67.2,1.074,3.71,-3.44,73.9,0.919,2.8,-0.68,81.3,1.12,
18:27,4744.16,9.8,-0.76,67.7,1.027,6.16,-3.16,67.1,1.077,2.89,-4.09,73.2,0.897,0.5,-2.32,80.8,1.047,
18:27,4744.36,10.62,-0.1,67,1.023,5.62,-3.12,68.6,1.052,3.56,-4.36,74,0.913,1.89,-1.68,81.2,1.015,
18:27,4744.56,5.46,-3.77,67,1.025,3.9,-4.67,66.9,1.003,3.03,-3.73,72.7,0.913,2.62,-0.8,80.9,1.097,
18:27,4744.76,3.8,-5.01,67.1,1.013,3.87,-5.03,66.5,1.022,3.03,-3.56,72.6,0.893,3.67,-0.11,81.4,1.121,
18:27,4744.96,6.75,-2.96,67.4,1.029,6.32,-3.43,66.9,1.064,3.52,-3.26,73.1,0.909,2.65,-0.83,81.1,1.1,
18:27,4745.16,11.17,0.16,67.7,1.032,6.36,-2.62,67.3,1.076,2.96,-4.16,72.5,0.883,0.86,-2.27,80.9,1.026,
18:27,4745.36,8.86,-1.67,67.8,1.01,5.52,-3.15,67.7,1.049,3.66,-4.29,74,0.909,2.44,-1.21,80.9,1.043,
18:27,4745.56,2.72,-5.64,66.7,1.011,3.46,-5.06,66.5,1.008,3.31,-3.19,72,0.931,3.14,-0.41,80.9,1.116,
18:27,4745.76,4.29,-4.6,67.3,1.008,5.66,-4.05,66.8,1.054,4.13,-3.13,73.7,0.895,4.14,0.13,81.4,1.122,
18:27,4745.96,7.2,-2.78,67.6,1.022,6.25,-3.39,67,1.059,3.48,-2.92,70.7,0.924,2.23,-1.14,81.2,1.103,
18:27,4746.16,11.26,0.25,67.6,1.029,6.18,-2.69,67.8,1.074,2.83,-4.08,71.3,0.893,0.7,-2.42,80.9,1.011,
18:27,4746.36,7.11,-2.86,67,0.994,5.13,-3.45,67.3,1.033,3.37,-3.82,71.3,0.895,2.53,-1.19,81,1.043,
18:27,4746.56,1.99,-6.36,66.7,1.012,2.89,-5.44,66.2,0.989,2.31,-2.81,67.7,0.902,3.19,-0.45,81.2,1.116,
18:27,4746.76,4.33,-4.79,67.7,1.01,5.2,-4.2,66.4,1.037,3.11,-2.93,69.5,0.872,3.68,-0.22,81.5,1.13,
18:27,4746.96,8.13,-2.51,68.5,1.021,6.27,-3.48,67.5,1.054,2.38,-2.9,67.2,0.882,1.82,-1.49,81.2,1.084,
18:27,4747.16,11.41,0,68,1.031,5.67,-2.8,67.5,1.059,2.48,-3.64,68.1,0.892,1.25,-2.21,81.2,1.005,
18:27,4747.36,5.16,-4.41,67.2,0.992,4.17,-3.94,65.8,0.982,2.97,-2.81,67.2,0.899,2.65,-0.96,80.9,1.067,
18:27,4747.56,2.47,-6.19,67.2,0.999,2.23,-5.43,64.1,0.971,2.41,-2.75,67.7,0.899,3.63,-0.12,81.4,1.125,
18:27,4747.76,5.72,-4,67.9,1.021,4.71,-3.83,64.5,0.995,3.01,-2.6,68.4,0.894,3.22,-0.51,81.5,1.116,
18:27,4747.96,9.69,-1.4,68.5,1.024,4.74,-3.37,64.2,0.986,1.96,-3.15,66.7,0.887,0.75,-2.25,81,1.048,
18:27,4748.16,9.94,-0.99,67.8,1.013,3.97,-2.95,64.2,0.985,2.57,-3.57,68.2,0.896,2.09,-1.61,81.3,1.014,
18:27,4748.36,3.19,-5.62,66.9,1.006,2.42,-4.74,63.4,0.942,2.45,-3.04,68.3,0.883,2.76,-0.82,81.1,1.082,
18:27,4748.56,3.18,-5.52,66.8,1.009,2.6,-5.19,63.8,0.972,2.54,-2.66,67.9,0.909,3.97,0.06,81.5,1.129,
18:27,4748.76,6.64,-3.37,68,1.022,4.69,-3.73,64.3,1.005,2.42,-2.89,68.2,0.882,2.59,-0.83,81.2,1.112,
18:27,4748.96,10.76,-0.32,68.2,1.022,4.59,-2.91,63.8,0.996,2.07,-3.57,68,0.891,0.72,-2.47,81.1,1.016,
18:27,4749.16,8.21,-2.27,67.6,1,3.94,-3.3,64,0.976,2.56,-3.29,67.2,0.904,2.37,-1.42,81.3,1.039,
18:27,4749.36,3.26,-5.5,67.2,1.022,2,-5.05,63,0.961,2,-3,67.5,0.902,3.01,-0.54,81.1,1.118,
18:27,4749.56,3.78,-5,67.1,1.013,3.58,-4.67,63.9,1.001,2.73,-2.58,68.3,0.915,3.62,-0.16,81.5,1.139,
18:27,4749.76,8.09,-2.32,68,1.028,5.05,-3.29,64,1.008,2.94,-2.92,69.6,0.891,2.43,-1.05,81.2,1.107,
18:27,4749.96,11.21,0.1,67.8,1.031,4.77,-2.39,63.8,1.008,2.47,-3.39,67.7,0.899,1.2,-2.19,81.1,1.016,
18:27,4750.16,5.4,-3.78,66.8,1.014,3.85,-3.29,62.9,0.988,2.4,-3.12,66.6,0.897,2.64,-0.91,80.8,1.076,
18:27,4750.36,2.61,-5.81,66.6,1.02,2.12,-5.29,64,0.977,2.19,-3.26,68.8,0.895,3.31,-0.33,81.2,1.141,
18:27,4750.56,4.41,-4.71,67.6,1.008,4.9,-3.72,63.9,1.016,3.64,-2.71,70.9,0.907,3.98,-0.01,81.4,1.134,
18:27,4750.76,7.27,-2.94,67.8,1.017,5.44,-3.1,63.9,1.018,3.25,-3.14,70.7,0.874,2.93,-0.67,81,1.127,
18:27,4750.96,10.57,-0.45,67.8,1.027,5.71,-2.28,63.7,1.02,2.76,-3.29,69.1,0.881,1.64,-1.56,80.6,1.037,
18:27,4751.16,9.42,-1.31,67.1,1.013,4.67,-2.52,64.4,1.026,2.4,-4.07,69.8,0.9,2.02,-1.47,80.8,1.023,
18:27,4751.36,3.22,-5.35,66.3,1.006,3.43,-4.28,64.3,0.987,2.7,-3.11,69.3,0.893,2.77,-0.79,80.9,1.097,
18:27,4751.56,3.21,-5.34,66.8,1.02,2.95,-4.86,63.9,1.012,2.59,-2.8,68.6,0.906,3.71,-0.14,81.4,1.143,
18:27,4751.76,6.38,-3.3,67.4,1.022,5.79,-3.32,65.2,1.05,3.05,-3.03,69.8,0.899,2.9,-0.78,81.3,1.129,
18:27,4751.96,10.46,-0.55,68,1.023,5.89,-2.81,66.5,1.05,2.48,-3.68,69.8,0.887,1.11,-2.12,80.9,1.035,
18:27,4752.16,7.61,-2.57,67.6,1.005,4.91,-2.94,65.5,1.041,2.68,-3.53,68.7,0.907,2.6,-1.15,81.1,1.044,
18:27,4752.36,3.07,-5.43,66.5,1.018,2.8,-4.93,64.7,0.991,2.25,-3.55,70,0.881,3.02,-0.54,81,1.133,
18:27,4752.56,3.71,-5.17,67.4,1.013,4.28,-4.39,65,1.023,3.08,-2.67,69.1,0.901,3.72,-0.22,81.5,1.141,
18:27,4752.76,6.33,-3.27,67.3,1.021,5.73,-3.34,65.2,1.041,3.08,-3.29,71.2,0.887,2.65,-0.91,81.2,1.123,
18:27,4752.96,10.52,-0.2,67.6,1.021,5.92,-2.58,65.7,1.053,2.91,-3.68,70.8,0.893,1.07,-2.24,80.9,1.022,
18:27,4753.16,7.97,-2.25,67.5,1.014,5.06,-3.24,66.5,1.032,2.76,-3.53,69,0.893,2.44,-1.3,81,1.045,
18:27,4753.36,3.31,-5.19,66.8,1.026,3.01,-5.06,65.1,0.999,2.09,-3.13,68.2,0.88,3.13,-0.57,81.3,1.126,
18:27,4753.56,4.08,-4.69,67.3,1.029,4.75,-4.26,65.5,1.031,2.8,-2.96,69.2,0.9,3.45,-0.4,81.6,1.133,
18:27,4753.76,7.83,-2.17,67.3,1.031,6.05,-3.25,66,1.05,2.7,-3.32,70.1,0.868,2.09,-1.24,81,1.109,
18:27,4753.95,11.3,0.6,67,1.031,5.73,-2.44,66.8,1.059,2.55,-3.59,68.4,0.898,1.18,-2.26,81,1.008,
18:27,4754.15,6.97,-2.81,67.1,0.988,4.57,-3.21,65.1,1.016,2.93,-3.67,69.4,0.913,2.6,-1.13,81,1.055,
18:27,4754.36,3.45,-4.97,66.8,1.014,2.96,-4.86,65,0.987,2.57,-3.05,69.5,0.903,3.49,-0.23,81.1,1.137,
18:27,4754.56,5.4,-3.85,67.7,1.019,6.27,-3.27,65.8,1.055,3.7,-2.18,69.8,0.919,4.09,0.07,81.3,1.128,
18:27,4754.76,10.64,0.19,68,1.033,7.19,-2.36,66.8,1.067,3.48,-2.81,70,0.881,2.3,-1.18,80.9,1.083,
18:27,4754.95,11.51,0.97,67.9,1.017,5.57,-2.36,65.6,1.037,3.17,-3.51,69.6,0.891,2.69,-1.14,81.2,1.032,
18:27,4755.15,5.38,-3.66,67.1,1.013,4.3,-4.09,65.6,1.012,2.61,-2.83,67.7,0.923,2.94,-0.81,80.9,1.09,
18:27,4755.35,3.55,-4.86,67.2,1.029,4.43,-4.31,65.1,1.04,3.41,-2.65,70.5,0.9,4.49,0.31,81.5,1.139,
18:27,4755.55,8.1,-1.85,67.8,1.041,6,-2.97,65.3,1.057,3.34,-2.39,69.2,0.923,2.66,-0.78,81,1.144,
18:27,4755.75,11.96,0.93,67.8,1.037,6.32,-1.84,65.8,1.074,3.13,-3.26,68.8,0.89,1.49,-2.05,81.1,1.026,
18:27,4755.95,7.07,-2.6,67.1,1.009,4.92,-3.37,66,1.018,3.3,-3.15,69.1,0.912,2.95,-0.82,80.8,1.081,
18:27,4756.15,3.32,-5.05,67.4,1.035,3.34,-4.82,65,1.011,2.84,-2.98,69.6,0.892,3.62,-0.13,81,1.145,
18:27,4756.35,5.19,-3.71,67.3,1.019,5.76,-3.47,65.2,1.049,4.08,-2.34,70.3,0.913,4.18,0.1,81.3,1.134,
18:27,4756.55,8.81,-1.48,67.6,1.026,6.69,-2.63,65.7,1.07,3.56,-2.25,68.4,0.919,2.81,-0.8,80.9,1.109,
18:27,4756.75,12.2,1.06,68.1,1.031,5.98,-2.28,66.5,1.054,3.24,-3.41,69.2,0.904,1.56,-1.93,80.9,1.023,
18:27,4756.95,7.32,-2.47,67.3,1.01,4.73,-3.54,65.8,1.015,3.1,-3.24,69,0.908,2.57,-1.07,80.7,1.067,
18:27,4757.15,3.97,-4.79,67.3,1.03,3.24,-4.98,64.7,1.006,2.83,-2.73,68.6,0.914,3.87,-0.04,81.1,1.129,
18:27,4757.35,5.91,-3.35,67.5,1.03,6.14,-3.53,66.1,1.048,3.74,-2.83,70.5,0.885,3.73,-0.25,81.3,1.133,
18:27,4757.55,9.55,-1.23,68.7,1.031,6.38,-3.05,66.5,1.058,2.97,-3,69.2,0.908,1.31,-1.77,80.7,1.084,
18:27,4757.75,12.06,0.72,67.5,1.035,5.8,-2.62,67.1,1.048,3.13,-3.89,70.3,0.904,1.47,-2.11,81,1.006,
18:27,4757.95,7.34,-2.91,67.8,1.013,4.83,-3.89,65.7,1.003,3.08,-3.35,69.4,0.914,2.32,-1.25,80.7,1.064,
18:27,4758.15,4.23,-4.82,67.6,1.028,3.37,-5.05,64.7,1.011,2.88,-3.05,69.7,0.919,3.74,-0.14,81.2,1.125,
18:27,4758.35,5.78,-3.68,67.6,1.031,5.92,-3.99,66.2,1.04,4.21,-2.94,72.5,0.92,3.71,-0.24,81.3,1.124,
18:27,4758.55,9.63,-1.33,68.2,1.038,6.58,-3.2,66.2,1.054,3.15,-3.36,70.8,0.896,1.42,-1.69,80.7,1.088,
18:27,4758.75,12.12,0.45,68,1.036,5.96,-2.61,67,1.058,3.84,-4.34,73.4,0.904,1.52,-2.01,80.9,1.003,
18:27,4758.95,6.97,-3.22,67.7,1.015,4.67,-4.25,65.9,0.993,3.69,-3.97,73.7,0.902,2.5,-1.09,80.8,1.063,
18:27,4759.15,4.32,-4.99,67.7,1.028,3.77,-5.32,65.3,1.012,3.85,-3.65,74,0.94,3.91,-0.04,81.3,1.129,
18:27,4759.35,5.78,-3.94,67.9,1.027,6.04,-3.99,66.3,1.052,4.77,-3.65,76.3,0.909,3.82,-0.16,81.4,1.119,
18:27,4759.55,9.18,-1.85,68.3,1.038,6.56,-3.5,66.2,1.049,3.72,-3.74,73.6,0.908,1.67,-1.48,80.8,1.097,
18:27,4759.75,12.82,0.34,69.1,1.037,6.39,-2.83,67.9,1.056,4.16,-4.89,76.1,0.906,1.13,-2.27,80.8,1.005,
18:27,4759.95,7.61,-3.29,68.3,1.001,5.15,-4.14,66.7,1.009,4.34,-4.27,75.3,0.925,2.47,-1.17,80.8,1.055,
18:27,4760.15,4.36,-5.12,67.7,1.027,3.88,-5.53,66,1.003,3.87,-4.02,75.3,0.93,3.78,-0.11,81.3,1.121,
18:27,4760.35,6.21,-4.01,68.4,1.029,6.44,-4.35,67.4,1.05,4.86,-3.52,75.5,0.93,3.71,-0.23,81.5,1.124,
18:27,4760.55,9.66,-1.95,68.7,1.03,6.83,-3.61,66.8,1.064,4.11,-4.15,75.8,0.91,1.39,-1.71,80.9,1.086,
18:27,4760.75,12.9,0.12,69.1,1.033,6.4,-3.09,68.2,1.058,4.34,-5.11,77.3,0.914,0.91,-2.41,80.9,1.001,
18:27,4760.95,9.57,-2.32,67.9,1.002,6.04,-3.86,68.1,1.027,4.2,-4.69,75.8,0.922,2.26,-1.35,81,1.041,
18:27,4761.15,5.09,-5.03,67.9,1.015,4.26,-5.31,66.5,0.998,4.54,-3.75,75.7,0.931,3.54,-0.27,81,1.091,
18:27,4761.35,4.27,-5.45,68,1.005,5.03,-5.3,67.2,1.019,5.26,-3.97,78.5,0.923,4.27,0.09,81.5,1.115,
18:27,4761.55,7.41,-3.38,68.5,1.026,6.91,-4.05,67.5,1.042,5.17,-3.43,75.8,0.928,3.37,-0.57,81.5,1.117,
18:27,4761.75,11.58,-0.81,69,1.029,7,-3.33,67,1.065,4.3,-4.56,76.4,0.908,0.83,-2.33,81,1.043,
18:27,4761.95,11.78,-0.89,69.1,1.031,5.97,-3.57,68,1.042,4.57,-4.85,76.6,0.948,1.87,-1.81,81.3,1.011,
18:27,4762.15,6.96,-3.95,68,1.009,4.72,-5.03,66.4,0.978,4,-4.42,76,0.928,2.58,-0.98,80.8,1.077,
18:27,4762.35,4.62,-5.48,68.1,1.026,4.4,-5.78,66.7,1.01,4.28,-3.91,75.4,0.921,4.13,0.05,81.4,1.133,
18:27,4762.55,6.49,-4.14,68.4,1.023,6.66,-4.45,66.9,1.041,5.07,-3.21,75,0.932,3.84,-0.21,81.5,1.122,
18:27,4762.75,9.47,-2.41,68.9,1.028,6.94,-3.98,67.3,1.05,4,-3.86,74.5,0.899,1.88,-1.36,80.9,1.101,
18:27,4762.95,12.99,0.04,69.1,1.041,6.61,-3.14,67.6,1.053,3.67,-4.36,72.8,0.898,0.92,-2.38,81,1.015,
18:27,4763.15,11.44,-1.28,68.7,1.022,5.86,-3.85,68.4,1.036,3.14,-3.84,69.4,0.939,2.01,-1.7,81.3,1.017,
18:27,4763.35,7,-4.29,68.5,0.998,4.92,-5.16,67.3,0.974,2.76,-3.42,68.4,0.905,2.55,-1.04,80.9,1.074,
18:27,4763.55,4.64,-5.63,68.2,1.012,4.47,-5.72,66.4,1.003,3.42,-2.67,68.7,0.941,4.16,0.02,81.4,1.124,
18:27,4763.75,6.92,-4.08,68.5,1.023,6.56,-4.57,67.3,1.032,4.04,-2.21,68.4,0.948,3.51,-0.46,81.5,1.118,
18:27,4763.95,10.49,-1.73,68.7,1.034,6.61,-3.97,66.6,1.037,2.85,-3.17,67.9,0.893,1.15,-1.99,80.9,1.069,
18:27,4764.15,12.68,-0.39,69.4,1.027,6.06,-3.33,67.5,1.043,3.02,-3.37,67.1,0.937,1.22,-2.28,81.2,1.002,
18:27,4764.35,9.01,-3.23,68.7,0.993,5.26,-4.4,67.3,0.997,3.26,-3.58,68.5,0.918,2.24,-1.62,81.2,1.026,
18:27,4764.55,4.29,-5.8,67.8,1.004,3.79,-5.59,65.4,0.974,2.95,-2.39,66.1,0.918,3.48,-0.42,81.2,1.104,
18:27,4764.75,4.66,-5.29,67.7,1.004,5.11,-5.23,66.1,1.004,3.86,-2.27,68.5,0.928,4.51,0.21,81.7,1.124,
18:27,4764.95,7.99,-3.45,68.7,1.025,6.24,-4.53,66.4,1.02,3.12,-2.78,67.8,0.901,2.59,-1,81.2,1.107,
18:27,4765.15,12.03,-0.7,68.9,1.031,6.36,-3.87,68,1.027,2.59,-3.69,67.7,0.9,0.54,-2.67,81,1.013,
18:27,4765.35,10.02,-2.35,68.9,1.007,5.38,-3.88,66.5,1.016,2.96,-3.79,68.3,0.896,2.2,-1.57,81.3,1.024,
18:27,4765.55,4.91,-5.41,68,1.024,4.22,-5.71,66.5,0.977,2.6,-2.65,66,0.919,3.17,-0.67,81.2,1.088,
18:27,4765.75,5.01,-5.37,68.4,1.024,4.88,-5.54,66.3,1.008,3.2,-2.61,67.7,0.919,4.29,0.02,81.6,1.122,
18:27,4765.95,8.18,-3.24,68.3,1.028,6.47,-4.37,66.6,1.026,2.78,-2.69,66.5,0.891,2.82,-0.89,81.3,1.112,
18:27,4766.15,12.45,-0.44,68.6,1.034,6.47,-3.51,66.9,1.036,2.44,-3.38,65.8,0.898,0.83,-2.51,81.1,1.019,
18:27,4766.35,10.13,-2.47,68.6,1.003,5.59,-4.12,67,1.01,2.7,-3.45,66.4,0.921,2.16,-1.6,81.2,1.03,
18:27,4766.55,5.19,-5.35,68,1.014,4.15,-5.95,67,0.978,2.81,-2.64,66.8,0.922,3.36,-0.52,81.1,1.099,
18:27,4766.75,5.22,-5.37,68.7,1.021,5.44,-5.42,66.7,1.013,3.68,-2.08,66.9,0.945,4.28,0.06,81.5,1.134,
18:27,4766.95,7.88,-3.73,68.7,1.027,6.59,-4.4,66.4,1.024,3.27,-3.13,68.8,0.903,2.44,-1.28,81.5,1.113,
18:27,4767.15,11.84,-1.04,68.7,1.032,6.54,-3.9,67.3,1.034,3.11,-3.98,70.4,0.91,0.25,-2.91,81,1.005,
18:27,4767.35,11.53,-1.56,68.9,1.014,5.87,-3.88,67.7,1.026,3.39,-4.35,71.3,0.918,1.52,-2.08,81.1,1.003,
18:27,4767.55,5.78,-5.25,68.3,1.019,4.78,-5.26,66.2,0.992,3.67,-3.4,70.8,0.904,2.85,-0.94,81,1.082,
18:27,4767.75,4.34,-6.05,68.3,1.018,4.33,-6.25,67,1.001,3.32,-3.16,70,0.916,3.92,-0.11,81.5,1.138,
18:27,4767.95,7.08,-4.18,68.7,1.022,6.66,-4.67,67.3,1.029,4.09,-3.26,72.2,0.903,3.27,-0.63,81.5,1.121,
18:27,4768.15,11.16,-1.79,69.4,1.031,6.93,-4.02,67.2,1.044,3.28,-3.58,70.3,0.912,0.96,-2.21,80.9,1.056,
18:27,4768.35,12.5,-0.93,69.3,1.033,6.37,-3.63,68.2,1.045,3.94,-4.27,72.5,0.921,1.86,-1.84,81.2,1.009,
18:27,4768.55,5.85,-5.25,68.6,1.007,5.38,-4.99,67.1,0.989,3.6,-3.18,69.7,0.91,2.73,-0.95,80.9,1.083,
18:27,4768.75,3.94,-6.36,68.1,1.014,4.22,-6.19,67.1,0.998,3.29,-3.08,69.7,0.927,4,-0.06,81.4,1.131,
18:27,4768.94,7.11,-4.23,68.3,1.022,7.07,-4.51,67.9,1.039,4.54,-3.18,72.4,0.905,3.77,-0.38,81.6,1.131,
18:27,4769.15,10.93,-2.05,69.2,1.032,7.07,-4.14,67.6,1.045,3.27,-3.56,70.2,0.9,1.19,-2.1,81,1.053,
18:27,4769.35,12.27,-1.08,69,1.025,6.19,-3.68,68.2,1.042,3.6,-4.29,71.6,0.913,1.74,-1.88,81.2,1.007,
18:27,4769.55,5.3,-5.79,68.6,1.022,5.42,-5.11,67.3,0.993,3.78,-3.34,69.9,0.906,2.83,-0.87,81,1.089,
18:27,4769.74,3.87,-6.57,68.2,1.016,4.11,-6.18,66.3,0.995,3.31,-3.37,70.5,0.912,3.92,-0.12,81.4,1.13,
18:27,4769.94,6.85,-4.59,68.5,1.006,6.81,-4.5,67,1.032,4.22,-3.14,71.3,0.9,3.59,-0.5,81.6,1.127,
18:27,4770.15,10.78,-2.19,68.9,1.014,6.88,-4.3,68.1,1.035,2.98,-3.62,69.3,0.896,1.01,-2.24,81,1.044,
18:27,4770.35,12.27,-1.38,69.4,1.027,6.01,-3.86,67.9,1.035,3.66,-4.38,72.1,0.918,1.86,-1.81,81.2,1.008,
18:27,4770.54,5.18,-5.93,68.7,1.024,5.38,-5.09,67.1,0.991,3.56,-3.47,70.6,0.906,2.63,-0.94,81,1.096,
18:27,4770.74,4.09,-6.44,68.3,1.018,4.24,-6.35,66.7,0.987,3.29,-3.63,71.7,0.897,3.79,-0.16,81.4,1.134,
18:27,4770.94,7.33,-4.37,68.6,1.023,6.86,-4.63,67,1.028,3.79,-3.32,70.7,0.889,3.2,-0.73,81.5,1.131,
18:27,4771.14,11.34,-2.03,69.9,1.015,6.64,-4.31,68,1.03,3.03,-4.01,70.9,0.896,0.63,-2.51,81,1.03,
18:27,4771.34,11.49,-1.82,68.9,1.013,5.96,-3.96,68.2,1.033,3.05,-4.28,69.9,0.885,1.88,-1.73,81.1,1.008,
18:27,4771.54,4.55,-6.32,68.1,1.008,5.17,-5.39,67.3,0.986,3.67,-3.47,71.2,0.903,2.84,-0.79,81,1.102,
18:27,4771.74,4.29,-6.43,68.3,1.015,4.52,-6.16,67.3,1.005,3.39,-3.23,70.2,0.917,3.95,-0.07,81.5,1.133,
18:27,4771.94,7.52,-4.26,68.8,1.022,6.71,-4.79,67.8,1.013,3.96,-3.51,71.9,0.901,2.86,-0.91,81.4,1.122,
18:27,4772.14,12.12,-1.43,69.5,1.031,6.75,-3.96,67.5,1.042,2.88,-3.85,69.4,0.9,0.49,-2.64,81,1.015,
18:27,4772.34,11.12,-2.16,68.7,1.012,6.05,-4,67.6,1.03,3.48,-4.31,71.3,0.9,2.09,-1.58,81.1,1.015,
18:27,4772.54,4.54,-6.29,68.2,1.017,4.82,-5.58,67.1,0.983,3.74,-3.5,71.4,0.909,2.98,-0.66,80.9,1.106,
18:27,4772.74,4.85,-6.14,68.5,1.014,5.19,-5.77,67.2,1.016,3.88,-3.08,70.9,0.927,4.14,0.02,81.5,1.128,
18:27,4772.94,8.56,-3.87,69,1.032,7.09,-4.45,67.2,1.032,3.67,-3.56,71.1,0.889,2.71,-1.02,81.4,1.119,
18:27,4773.14,12.76,-1.14,69.3,1.035,6.88,-3.93,68.3,1.039,3.35,-4.23,71.3,0.911,0.55,-2.61,81,1.011,
18:27,4773.34,10.2,-3.14,69.6,0.999,5.94,-4.34,67.8,1.019,3.82,-4.23,71.7,0.91,2.21,-1.47,81.1,1.024,
18:27,4773.54,4.72,-6.43,68.2,1.011,4.51,-5.99,67.4,0.983,3.38,-3.36,69.9,0.907,3.22,-0.57,81.1,1.102,
18:27,4773.74,5.5,-6.09,69,1.006,5.61,-5.57,67.3,1.015,4.37,-3.05,71.8,0.927,4.26,0.05,81.5,1.118,
18:27,4773.94,9.05,-3.87,69.4,1.021,6.76,-4.69,67.5,1.035,3.71,-3.68,71.8,0.894,2.48,-1.05,81.1,1.099,
18:27,4774.14,13.3,-1.16,69.8,1.023,6.77,-3.97,68.1,1.032,3.14,-4.15,69.9,0.9,1.1,-2.19,81,1.017,
18:27,4774.34,9.41,-3.89,69.2,1.006,5.64,-4.82,67.7,0.995,3.73,-4.35,72.1,0.913,2.35,-1.31,81.2,1.038,
18:27,4774.54,4.42,-6.79,68.3,1.016,3.92,-6.29,66.8,0.982,3.05,-3.58,70.1,0.901,3.34,-0.46,81.2,1.111,
18:27,4774.74,5.95,-5.81,68.8,1.009,6,-5.4,67.7,1.023,4.35,-3.14,71.9,0.923,4.08,-0.08,81.5,1.119,
18:27,4774.94,9.52,-3.76,69.5,1.02,6.92,-4.66,67.2,1.041,3.41,-3.9,71.5,0.886,2.1,-1.4,81.2,1.097,
18:27,4775.14,13.06,-1.31,69.3,1.02,6.49,-3.96,67.8,1.038,3.06,-4.36,70.4,0.909,0.84,-2.45,81,0.997,
18:27,4775.34,7.65,-5.05,69.1,1.002,5.75,-4.92,67.8,0.998,3.39,-3.92,69.7,0.892,2.44,-1.21,81,1.051,
18:27,4775.54,4.23,-6.95,68.2,1.018,3.92,-6.57,67.2,0.981,2.88,-3.67,69.8,0.894,3.58,-0.3,81.3,1.127,
18:27,4775.74,6.43,-5.48,68.8,1.013,6.23,-5.19,67.6,1.021,3.82,-3.01,69.8,0.898,3.82,-0.25,81.6,1.119,
